# Phonon free energy and specific heat from phonopy-VASP
# Phonon zero point energy = 0.19309939644311433
#    Temperature (K)   Free energy (eV/cell)   Internal energy (eV/cell)    c_v (kB/cell)   -TS_vib(eV/cell)
30.0   0.19191840553512887   0.19647432600815742   4.401090338671552   -0.004555919975543625
31.0   0.19176015972032087   0.19686547458138284   4.677170345933627   -0.005105314641339468
32.0   0.191588914002084   0.197280427809153   4.953526270005407   -0.005691513939731689
33.0   0.1914043315416544   0.19771919709216457   5.229857045127746   -0.006314866436655204
34.0   0.19120609311952674   0.19818176792043996   5.505890434825006   -0.006975675484954988
35.0   0.1909939012811619   0.1986681040190354   5.7813761643535795   -0.0076742026135022505
36.0   0.19076747619127915   0.19917814631161385   6.0560807850723295   -0.008410670058149074
37.0   0.1905265566702832   0.1997118201754338   6.329784030190227   -0.00918526319111324
38.0   0.19027089708498318   0.20026902922278747   6.602276421346497   -0.009998132369963919
39.0   0.19000026527573885   0.2008496604831356   6.873357620879345   -0.010849394621815502
40.0   0.18971444773859528   0.2014535833666805   7.142835674110121   -0.011739135089143206
41.0   0.18941324444314808   0.202080652773647   7.410526552308376   -0.012667408606188497
42.0   0.1890964657232627   0.20273070598500162   7.676254164719091   -0.013634240883595113
43.0   0.1887639384956357   0.20340356784458702   7.939850538971213   -0.014639629776995658
44.0   0.1884155000412336   0.20409904764984163   8.201156085676836   -0.015683546841652064
45.0   0.18805100215100035   0.20481694018822624   8.460019959248266   -0.016765938187507837
46.0   0.18767030283444158   0.2055570288465051   8.716300406687848   -0.017886726080467694
47.0   0.1872732766838945   0.20631908768359966   8.969865080296096   -0.01904581007832156
48.0   0.18685980554668508   0.2071028741756   9.220591230107452   -0.020243068347006773
49.0   0.18642978163440885   0.20790814061646135   9.468365956462236   -0.02147835885249913
50.0   0.1859831064865041   0.20873462789944233   9.71308617392494   -0.022751520687439363
51.0   0.18551969304310573   0.20958206862638587   9.954658743583824   -0.02406237535733905
52.0   0.18503945942648345   0.21045018710771904   10.193000304669603   -0.025410727925832374
53.0   0.18454233412317664   0.21133870247173425   10.428037142255874   -0.026796368231441384
54.0   0.18402825598399433   0.21224732762816204   10.659705030905043   -0.028219072141652656
55.0   0.1834971659325995   0.2131757692681711   10.887948885878501   -0.029678602630801302
56.0   0.1829490183662056   0.2141237299372224   11.112722498537439   -0.03117471095745201
57.0   0.18238377079130716   0.21509090907149586   11.333988163498553   -0.03270713766766037
58.0   0.18180138900581422   0.2160770029978906   11.5517162937625   -0.03427561365005549
59.0   0.18120184502619877   0.2170817059704518   11.765885023815137   -0.035879861196104805
60.0   0.1805851170874945   0.21810471120679767   11.976479740565324   -0.03751959482407351
61.0   0.17995118757044296   0.21914570985169238   12.183492722527868   -0.03919452222424595
62.0   0.1793000481836285   0.2202043930499003   12.386922634679628   -0.04090434515439851
63.0   0.17863169167206233   0.22128045194618567   12.586774107506272   -0.042648760154934254
64.0   0.17794612010859837   0.22237357872173974   12.783057316049037   -0.04442745933449452
65.0   0.17724333556609054   0.22348346763060756   12.975787583005957   -0.04624013110582207
66.0   0.1765233504816625   0.22460981085398052   13.164984885615201   -0.04808646100868418
67.0   0.17578617625601078   0.2257523078280385   13.350673518892494   -0.04996613180107809
68.0   0.17503183050839383   0.22691065487968065   13.532881710759558   -0.05187882479000332
69.0   0.1742603360402049   0.2280845555907948   13.711641225145362   -0.0538242197506203
70.0   0.1734717166892642   0.22927371250684184   13.886987013196283   -0.05580199568284212
71.0   0.1726660035483807   0.23047783439184447   14.05895690056798   -0.05781183124870671
72.0   0.17184322563750942   0.2316966310462523   14.22759123863557   -0.05985340530924589
73.0   0.1710034213044481   0.23292981745264982   14.392932663948919   -0.061926396970088324
74.0   0.17014662578771353   0.23417711170290242   14.555025773497272   -0.064030486396091
75.0   0.16927288158081133   0.23543823603458328   14.71391684808285   -0.06616535476470006
76.0   0.16838223117724707   0.2367129157945466   14.869653671912316   -0.06833068485360488
77.0   0.16747472121623422   0.23800088254820823   15.02228526799758   -0.0705261610511023
78.0   0.16655039937341318   0.23930186889741115   15.171861657611107   -0.07275146978932322
79.0   0.16560931539727836   0.24061561573541387   15.318433752040788   -0.07500629970695151
80.0   0.16465152318203188   0.24194186499190204   15.462053087990755   -0.07729034185132724
81.0   0.163677075585449   0.24328036585154994   15.602771719336275   -0.07960328984323875
82.0   0.1626860285745859   0.24463086853545896   15.740642036715201   -0.08194484017437702
83.0   0.1616784401893526   0.245993132592573   15.875716623201157   -0.08431469196377538
84.0   0.1606543695060862   0.24736691653540915   16.008048182140126   -0.08671254760972208
85.0   0.1596138766375506   0.24875198924075403   16.13768935674191   -0.08913811247883217
86.0   0.1585570227329369   0.2501481185489674   16.26469266994395   -0.09159109533512841
87.0   0.15748387205071687   0.2515550795553978   16.389110404138993   -0.09407120804155009
88.0   0.15639448781293544   0.2529726535739554   16.51099455306612   -0.09657816602634521
89.0   0.15528893531449142   0.25440062399140434   16.630396701538405   -0.09911168801152681
90.0   0.15416728088671064   0.2558387773037899   16.74736797733398   -0.10167149634452936
91.0   0.15302959189734583   0.25728690829857276   16.861959027141552   -0.10425731685207268
92.0   0.15187593467772278   0.2587448127996408   16.97421989628806   -0.10686887875206558
93.0   0.15070637763202124   0.26021229284944347   17.084200016711414   -0.10950591511274313
94.0   0.1495209912372749   0.2616891535997114   17.1919481949333   -0.11216816234378084
95.0   0.14831984493409037   0.26317520538430983   17.297512539895738   -0.11485536071450832
96.0   0.14710300712664742   0.26467026060995796   17.400940414852137   -0.11756725369059595
97.0   0.14587055036483365   0.26617413893836384   17.50227846142178   -0.12030358891762392
98.0   0.14462254512568268   0.26768666210408937   17.601572563508128   -0.12306411701364517
99.0   0.1433590618862282   0.26920765391455037   17.69886781121707   -0.1258485925258071
100.0   0.14208017319635782   0.2707369464685785   17.794208476802513   -0.12865677358314878
101.0   0.1407859505695321   0.27227437186500525   17.887638050748034   -0.1314884216167655
102.0   0.1394764655192117   0.27381976738479713   17.979199217712434   -0.13434330168317427
103.0   0.13815179163171118   0.2753729744546283   18.068933796393566   -0.13722118247364126
104.0   0.13681200042049113   0.27693383657402704   18.156882823718966   -0.1401218357721308
105.0   0.13545716547186618   0.2785022024246564   18.243086482682465   -0.14304503706679722
106.0   0.13408735726286986   0.28007792276103327   18.32758416248032   -0.14599056508773833
107.0   0.1327026504162438   0.2816608524833825   18.410414386347874   -0.14895820197282383
108.0   0.1313031164454486   0.28325084960120983   18.491614907777358   -0.1519477330977213
109.0   0.12988882790037182   0.28484777523330185   18.57122263835454   -0.15495894711320754
110.0   0.12845985733090104   0.28645149257129915   18.649273683840402   -0.15799163597626126
111.0   0.12701627625049694   0.288061871025404   18.725803368225627   -0.16104559462980728
112.0   0.12555815824547403   0.28967878000581876   18.800846221703342   -0.16412062135406538
113.0   0.12408557482929292   0.29130209306845367   18.874436004723606   -0.16721651742763846
114.0   0.12259859855184124   0.29293168584207285   18.946605683938937   -0.1703330871181848
115.0   0.12109729885372567   0.2945674370647214   19.017387492340493   -0.17347013778606063
116.0   0.11958175035768771   0.296209229620152   19.086812917230816   -0.17662747962728662
117.0   0.11805202146790711   0.29785694742854474   19.15491270022386   -0.1798049258829056
118.0   0.11650818577069841   0.2995104775193603   19.221716873326674   -0.18300229256536626
119.0   0.11495031167024132   0.30116971003134024   19.287254758939426   -0.18621939853625502
120.0   0.11337847067999651   0.3028345361396533   19.351554981882604   -0.18945606545965676
121.0   0.11179273327699758   0.30450485116517584   19.414645481424294   -0.19271211749848174
122.0   0.11019316993827824   0.30618055146521145   19.476553547361853   -0.19598738187724551
123.0   0.1085798490680182   0.30786153754277135   19.53730578394022   -0.19928168819491784
124.0   0.10695284010682414   0.3095477088644399   19.596928182015308   -0.20259486860007886
125.0   0.10531221249530275   0.3112389711153632   19.655446107026805   -0.20592675784274025
126.0   0.10365803463763375   0.3129352279078335   19.71288426291644   -0.20927719345675663
127.0   0.1019903749379969   0.31463639010913175   19.769266824427568   -0.2126460148954453
128.0   0.10030930180057189   0.316342365477258   19.824617316832835   -0.21603306461361613
129.0   0.09861488155668455   0.31805306798877414   19.8789587241793   -0.2194381867927662
130.0   0.0969071815740876   0.3197684095473881   19.932313465233936   -0.22286122856406387
131.0   0.09518626922053383   0.32148830827536956   19.984703393483652   -0.22630203897917656
132.0   0.09345221082734903   0.32321268022213434   20.036149845244235   -0.22976046929943403
133.0   0.09170507168943202   0.3249414445463791   20.086673627633107   -0.23323637329742852
134.0   0.08994491813810862   0.32667452455250845   20.136295042623804   -0.236729606737765
135.0   0.08817181546827764   0.32841184250849986   20.18503388704596   -0.24024002739260744
136.0   0.08638582793841094   0.33015332379161194   20.232909476639797   -0.24376749519817914
137.0   0.08458702084340734   0.33189889274267614   20.27994064605611   -0.24731187227549178
138.0   0.08277545740531178   0.3336484799210858   20.326145784937996   -0.2508730226650195
139.0   0.08095120084616912   0.3354020138133802   20.371542789811876   -0.2544508123370635
140.0   0.07911431542445124   0.33715942497895274   20.416149184359885   -0.2580451092021164
141.0   0.07726486332577606   0.33892064605005073   20.459982011174727   -0.2616557831212261
142.0   0.07540290673576154   0.34068561276820214   20.50305790392311   -0.2652827059163608
143.0   0.07352850784002558   0.34245425880208125   20.545393099372962   -0.26892575108435407
144.0   0.07164172778775917   0.3442265219660702   20.58700343739344   -0.27258479394615137
145.0   0.06974262772815328   0.3460023400745509   20.627904372982172   -0.27625971180227343
146.0   0.06783126881039885   0.3477816519783325   20.66811097626524   -0.2799503831865893
147.0   0.0659077111472599   0.3495644006739318   20.707637944524436   -0.2836566889172529
148.0   0.06397201485150045   0.35135052604858497   20.746499638278948   -0.2873785111970845
149.0   0.06202423796303054   0.35313997213523574   20.784710045203667   -0.29111573391206197
150.0   0.06006444059461418   0.3549326829668279   20.822282828238123   -0.29486824263132044
151.0   0.05809268078616145   0.3567286046491594   20.8592313255865   -0.2986359241376511
152.0   0.056109016577582424   0.3585276843244549   20.89556853869037   -0.302418667357176
153.0   0.05411350704521413   0.3603298691349392   20.93130716831043   -0.3062163624234546
154.0   0.05210620711968573   0.36213510829569107   20.96645959047201   -0.31002890082154727
155.0   0.05008717587733428   0.363943352058216   21.001037892546794   -0.3138561756989431
156.0   0.04805646928521592   0.3657545506740197   21.035053885280046   -0.31769808186556014
157.0   0.04601414227395981   0.3675686575038887   21.06851909076338   -0.32155451498015003
158.0   0.043960251847049055   0.3693856248721826   21.101444742434754   -0.32542537267067556
159.0   0.04189485189868588   0.37120540613968805   21.133841821160193   -0.3293105535559239
160.0   0.039817999432353375   0.37302795674004546   21.165721031179284   -0.33320995788809116
161.0   0.03772974626939983   0.37485323314332214   21.197092848214158   -0.337123486885323
162.0   0.0356301473404544   0.3766811907831588   21.22796747136052   -0.3410510433825916
163.0   0.03351925757614628   0.37851178820247666   21.258354871196605   -0.34499253115594464
164.0   0.031397127761396776   0.3803449839441972   21.288264801810406   -0.34894785575164683
165.0   0.029263812826835055   0.3821807365512418   21.317706752690736   -0.35291692329428953
166.0   0.027119364593809404   0.38401900663938565   21.3466900088634   -0.35689964166002536
167.0   0.02496383488366809   0.38585975378797716   21.375223650891215   -0.36089591961633444
168.0   0.022797274481332435   0.38770294172207254   21.403316542846735   -0.36490566714953443
169.0   0.020619736244577674   0.3895485320938741   21.430977308257823   -0.36892879545441776
170.0   0.01843126992189816   0.391396487592011   21.458214426325508   -0.37296521692388546
171.0   0.016231927334642165   0.3932467719415395   21.485036123678878   -0.37701484460689727
172.0   0.014021757194877072   0.39509934990394274   21.511450494647423   -0.3810775932521534
173.0   0.011800809251097229   0.3969541872771309   21.537465405043164   -0.38515337823746476
174.0   0.00956913325179698   0.39881124882258717   21.563088552296822   -0.38924211608485804
175.0   0.007326777909043706   0.4006705024110756   21.588327453430594   -0.3933437246315852
176.0   0.005073791934904791   0.4025319148769332   21.613189481139838   -0.3974581222952979
177.0   0.002810224041447612   0.4043954530544971   21.637681803656918   -0.4015852287819262
178.0   0.0005361219043125863   0.40626108585095844   21.661811444887366   -0.405724964527045
179.0   -0.001748467837286837   0.4081287832099351   21.685585272382653   -0.4098772510461856
180.0   -0.004043496471283277   0.40999851507504526   21.709009997340193   -0.4140420111110292
181.0   -0.006348918394890249   0.41187024931705274   21.732092174603338   -0.4182191679938511
182.0   -0.008664686968894305   0.4137439589888567   21.75483820266137   -0.42240864600749944
183.0   -0.010990756590508959   0.4156196140340748   21.77725437175847   -0.4266103703053643
184.0   -0.01332708062052076   0.41749718646917927   21.79934679173026   -0.4308242670565344
185.0   -0.015673614492570192   0.4193766493470689   21.821121464167263   -0.4350502632436936
186.0   -0.018030311567443804   0.42125797468421566   21.84258424633317   -0.43928828684035
187.0   -0.020397129351636012   0.42314113656994534   21.863740875219317   -0.4435382662190359
188.0   -0.022774022242360324   0.42502610909358385   21.88459695551745   -0.4478001310996388
189.0   -0.02516094567325723   0.426912866344457   21.905157959619714   -0.4520738115699777
190.0   -0.02755785715082114   0.4288013813754637   21.92542926370039   -0.4563592390444983
191.0   -0.029964713145119493   0.43069163242163777   21.94541609960692   -0.4606563450765273
192.0   -0.03238146908979278   0.43258359357230497   21.96512360296886   -0.4649650625211436
193.0   -0.034808084564189344   0.43447723995321813   21.984556789143426   -0.46928532493508757
194.0   -0.03724451603837663   0.436372550835838   22.00372058929716   -0.47361706615908006
195.0   -0.039690721018849046   0.4382695003094904   22.0226197902698   -0.47796022130242877
196.0   -0.04214665804852797   0.440168067645636   22.041259106737666   -0.482314726133609
197.0   -0.04461228567033479   0.4420682310793086   22.05964313310472   -0.4866805166563649
198.0   -0.04708756346361784   0.4439699667726878   22.077776391611508   -0.4910575301098616
199.0   -0.04957244893487154   0.44587325503366154   22.09566327219899   -0.4954457041436892
200.0   -0.05206690373629816   0.4477780740972633   22.11330810467195   -0.4998449774189907
201.0   -0.05457088537439211   0.4496844032349539   22.130715098562813   -0.5042552885616705
202.0   -0.05708435550135566   0.4515922217181941   22.147888403267828   -0.5086765778061674
203.0   -0.05960727473296414   0.45350151089129825   22.16483207196536   -0.5131087853226621
204.0   -0.062139601612138905   0.45541225002572727   22.181550049588655   -0.5175518522431395
205.0   -0.06468129882750921   0.45732442046579574   22.19804624498925   -0.5220057200188039
206.0   -0.06723232803127732   0.45923800355581823   22.214324434719096   -0.5264703310398621
207.0   -0.0697926488027916   0.4611529796036824   22.23038835924843   -0.5309456282012615
208.0   -0.07236222486710822   0.4630693309901299   22.24624166282962   -0.5354315551027192
209.0   -0.07494101684000251   0.46498703905947525   22.261887905524357   -0.5399280556051325
210.0   -0.07752898741010372   0.46690608722888716   22.277330599285428   -0.5444350744627982
211.0   -0.08012610030246803   0.46882645684268   22.29257315984771   -0.5489525568808591
212.0   -0.08273231716929774   0.47074813131802257   22.307618942809903   -0.5534804489392023
213.0   -0.08534760173564904   0.4726710951085102   22.32247125566177   -0.5580186964834827
214.0   -0.08797191669015117   0.4745953295584577   22.337133297647966   -0.5625672468683921
215.0   -0.09060522783071427   0.4765208201578874   22.35160824395865   -0.5671260474082026
216.0   -0.09324749680954063   0.4784475492875409   22.365899173566127   -0.5716950460224588
217.0   -0.09589868838811338   0.4803755034738677   22.380009129360968   -0.576274191225615
218.0   -0.09855876732791574   0.48230466406118244   22.39394107004311   -0.5808634318907288
219.0   -0.10122769839043087   0.4842350186123614   22.407697930258017   -0.5854627176878705
220.0   -0.10390544737356888   0.4861665515810003   22.421282536406032   -0.5900719988509264
221.0   -0.106591978002386   0.48809924742069444   22.4346977148875   -0.594691225480084
222.0   -0.10928725711121932   0.49003309162146647   22.44794618385764   -0.5993203488964414
223.0   -0.11199124946155202   0.4919680717461927   22.461030649444442   -0.6039593204915737
224.0   -0.11470392085129423   0.49390417121204183   22.47395373358525   -0.6086080921711244
225.0   -0.11742523915121003   0.49584137758189006   22.486718034162934   -0.613266616577636
226.0   -0.12015516912278257   0.49777967738218704   22.499326076896942   -0.6179348463826713
227.0   -0.12289367760034897   0.49971905713938203   22.511780339397795   -0.6226127347366217
228.0   -0.1256407324546733   0.5016595033799246   22.524083287248764   -0.6273002359672605
229.0   -0.12839630052009265   0.5036010036666911   22.536237277788018   -0.6319973039235314
230.0   -0.1311603486309441   0.505543544526131   22.548244680380947   -0.6367038933747249
231.0   -0.13393284569441877   0.5074871145575478   22.560107780202287   -0.6414199595316499
232.0   -0.13671375750842668   0.5094317002873908   22.57182883837233   -0.6461454575553665
233.0   -0.13950305401658591   0.5113772892785364   22.5834100679024   -0.6508803437438953
234.0   -0.1423007030896605   0.5133238711667151   22.59485364572212   -0.6556245743247797
235.0   -0.14510667259841456   0.5152714335148031   22.60616168862494   -0.6603781059214786
236.0   -0.14792093145003904   0.5172199638856769   22.61733627732261   -0.665140895787598
237.0   -0.150743449588152   0.5191694519150669   22.628379492526864   -0.6699129015560767
238.0   -0.1535741948835175   0.5211198862022766   22.639293330758804   -0.6746940809821514
239.0   -0.15641313727975353   0.523071255346609   22.650079752457806   -0.679484392670929
240.0   -0.1592602467204781   0.5250235479473678   22.660740718063263   -0.6842837948336743
241.0   -0.1621154921128822   0.5269767546767103   22.671278115851152   -0.6890922470103514
242.0   -0.16497884443701086   0.5289308641339397   22.681693822070205   -0.6939097085750963
243.0   -0.16785027363648206   0.5308858659547865   22.69198965283299   -0.6987361389673395
244.0   -0.17072974965491378   0.5328417497749809   22.702167424252064   -0.703571498687813
245.0   -0.173617243472351   0.5347985052302534   22.712228892303813   -0.7084157482880336
246.0   -0.1765127250324117   0.5367561229927612   22.722175788910146   -0.7132688483547567
247.0   -0.17941616738799473   0.5387145926982346   22.732009821938508   -0.718130760262422
248.0   -0.18232753944629126   0.5406739060552581   22.74173266317463   -0.7230014456590862
